SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
70,RM,60,9723,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1937,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,782,742,0,1377,0,0,1,0,4,1,Gd,8,Typ,0,,Detchd,1950,Unf,3,TA,TA,Y,0,0,238,0,0,0,,MnPrv,,0,9,2009,WD,Normal,147500
160,RM,21,1683,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1895,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,485,466,0,1992,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1972,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,90000
60,RL,75,9378,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,1938,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1046,1055,0,955,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1997,Fin,2,TA,TA,Y,333,38,0,0,0,0,,,,0,4,2010,WD,Normal,241000
70,RL,74,11991,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,5,7,1959,1995,Hip,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,851,812,0,1679,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,189700
20,RL,95,14253,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1792,0,0,869,0,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1957,Fin,2,TA,TA,Y,0,40,0,0,0,0,,,Shed,1500,9,2008,WD,Normal,181000
60,RL,65,8464,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,5,1965,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,730,729,0,966,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,0,24,0,0,0,0,,,,0,7,2006,New,Partial,164990
160,RM,24,2525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,5,5,1939,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,972,740,0,1119,0,0,2,0,3,1,Gd,7,Maj,0,,Detchd,2004,Unf,2,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2006,WD,Normal,135000
20,RL,80,9603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,5,1972,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1166,0,0,865,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1969,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,COD,Normal,141000
20,RL,.,9948,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1969,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,990,0,0,1177,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1963,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD,Normal,129500
60,RL,71,7059,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,985,814,0,865,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963,RFn,2,TA,TA,Y,0,50,0,0,0,0,,,,0,10,2008,WD,Normal,141000
30,RM,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,4,1975,2006,Hip,CompShg,MetalSd,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,Rec,GasW,TA,N,SBrkr,1024,0,0,837,1,0,1,0,2,1,TA,4,Maj,0,,Detchd,1956,Unf,1,TA,TA,Y,0,30,226,0,0,0,,,,0,6,2009,WD,Normal,86000
20,RL,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1980,1971,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,876,0,0,1218,0,1,1,0,3,1,TA,5,Typ,0,,Detchd,1995,Unf,2,TA,TA,Y,65,0,0,0,0,0,,,,0,3,2006,WD,Normal,98500
80,RL,94,7822,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,5,1956,1976,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,1119,0,0,1203,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976,Unf,2,TA,TA,Y,146,0,0,0,0,0,,MnPrv,,0,3,2010,WD,Abnorml,108000
70,RL,43,7003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,8,1950,1997,Gable,CompShg,Wd Sdng,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,745,737,0,1369,1,0,1,0,3,1,Gd,6,Typ,2,Gd,Detchd,1926,Unf,1,TA,TA,Y,532,0,56,0,0,0,,MnPrv,,0,5,2006,WD,Normal,161000
60,RL,98,12331,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,7,5,1920,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1166,1378,0,1028,1,0,3,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005,Fin,3,TA,TA,Y,122,32,0,0,0,0,,,,0,7,2007,WD,Normal,350265
120,FV,34,3631,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,1929,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1145,0,0,1159,0,0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2004,RFn,2,TA,TA,Y,0,191,0,0,0,0,,,,0,5,2006,WD,Normal,177400
20,RL,.,9506,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1915,1983,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,1346,0,0,1309,1,0,1,0,2,1,TA,6,Min,1,TA,Detchd,1970,Unf,1,TA,TA,Y,318,28,0,0,0,0,,GdWo,,0,6,2007,WD,Normal,145000
20,RL,70,8813,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1392,0,0,1074,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003,RFn,2,TA,TA,Y,0,68,0,0,0,0,,,,0,3,2006,WD,Normal,208000
20,RL,82,9491,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,,6,1938,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,1056,0,0,1054,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1947,Unf,1,TA,TA,Y,0,60,122,0,0,0,,,,0,9,2008,WD,Abnorml,125000
20,RL,.,17143,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1940,1956,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,1231,0,0,1091,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956,RFn,1,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD,Normal,136000
120,RL,.,6823,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,5,,1985,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,BLQ,GasA,TA,Y,SBrkr,1504,0,0,913,1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,1985,RFn,2,TA,TA,Y,0,54,0,0,140,0,,,,0,6,2010,WD,Normal,213000
90,RL,70,7731,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1960,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1192,0,0,1145,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1962,Unf,2,TA,TA,Y,0,18,0,0,0,0,,GdWo,,0,5,2006,WD,Normal,133500
50,RL,80,9603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,8,1961,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1114,557,0,889,0,0,1,1,3,1,TA,6,Min,0,,Attchd,1950,Unf,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,9,2009,WD,Normal,141000
30,RL,90,5403,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,3,5,1948,1950,Gable,CompShg,Stucco,Stucco,None,0,Fa,TA,PConc,Fa,TA,No,Unf,Unf,GasA,Gd,N,FuseA,601,0,0,1184,1,0,1,0,2,1,Gd,4,Typ,0,,,.,,0,,,N,0,81,0,0,0,0,,,,0,6,2009,WD,Normal,60000
120,RL,48,6243,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,5,1957,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1326,0,0,1341,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,TA,TA,Y,194,38,0,0,0,0,,,,0,12,2009,WD,Normal,255000
60,RL,71,12212,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1975,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,806,1158,0,880,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,TA,TA,Y,127,192,0,0,0,0,,,,0,6,2009,WD,Normal,216000
60,FV,68,7382,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,1920,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,977,874,0,1131,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,TA,TA,Y,282,184,0,0,0,0,,,,0,4,2010,WD,Normal,255000
20,RL,78,9265,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,1959,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1580,0,0,865,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,0,36,0,0,0,0,,,,0,5,2009,New,Partial,288090
120,RL,36,3643,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,7,5,1962,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1038,0,0,1046,1,0,1,0,1,1,Gd,4,Typ,1,TA,Detchd,1980,Fin,2,TA,TA,Y,135,108,0,0,0,0,,,,0,9,2006,WD,Normal,189000
160,RL,24,2311,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1945,1974,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,857,468,0,1183,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974,Unf,2,TA,TA,Y,262,0,0,0,0,0,,,,0,6,2009,WD,Normal,148000
90,RM,33,5979,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,4,7,1970,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,N,FuseA,626,625,0,865,0,0,2,0,2,2,TA,8,Typ,0,,,.,,0,,,N,0,130,256,0,0,0,,,,0,12,2006,WD,Normal,94500
60,RL,65,8453,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,829,851,0,817,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2001,RFn,2,TA,TA,Y,0,68,0,0,0,0,,,,0,9,2008,WD,Normal,191500
30,RM,50,7003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,8,1940,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,GLQ,GasA,TA,Y,SBrkr,921,0,0,779,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1926,Unf,1,TA,TA,P,0,0,116,0,0,0,,MnPrv,,0,7,2008,WD,Normal,127000
160,RL,24,2292,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,4,6,1971,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,857,587,0,,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,TA,TA,Y,30,0,0,0,0,0,,,,0,4,2009,WD,Normal,149500
75,RM,75,13503,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,5,9,1977,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,Ex,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1523,1255,0,895,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988,Unf,2,Gd,TA,Y,107,502,0,0,0,0,,,,0,7,2008,WD,Normal,326000
60,RL,77,11201,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,5,5,1965,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,1136,1371,0,1025,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005,Fin,3,TA,TA,Y,146,39,0,0,0,0,,,,0,6,2008,WD,Normal,326000
20,RL,.,10963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1916,1984,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,1286,0,0,953,1,0,2,0,3,1,TA,5,Typ,0,,Attchd,1984,Unf,2,TA,TA,Y,0,0,192,0,0,0,,,,0,4,2007,COD,Abnorml,175000
160,RL,24,2367,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1980,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,857,602,0,1230,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,TA,TA,Y,149,0,0,0,0,0,,,,0,4,2009,WD,Normal,139000
20,FV,68,8739,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,1954,2004,Gable,CompShg,VinylSd,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,1555,0,0,937,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2003,RFn,2,TA,TA,Y,194,88,0,0,0,0,,,,0,8,2009,WD,Normal,235500
60,FV,81,10414,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,4,5,1910,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,Gd,TA,,Unf,Unf,GasA,Ex,Y,SBrkr,727,864,0,1274,0,0,3,0,3,1,Gd,8,Typ,0,,Attchd,2007,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,New,Partial,213109
20,RL,60,8073,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1957,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,992,0,0,1393,1,0,1,0,3,1,TA,5,Typ,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,124600
60,FV,.,8013,Pave,Pa,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,1956,2004,Hip,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1074,977,0,1074,1,0,2,1,3,1,Gd,8,Typ,2,Gd,Detchd,2003,Unf,2,TA,TA,Y,0,48,0,0,180,0,,,,0,8,2007,WD,Normal,302000
20,RL,120,14783,Pave,,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,4,5,1946,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1870,0,0,1231,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2005,Fin,3,TA,TA,Y,356,56,0,0,156,0,,,,0,6,2006,WD,Normal,416000
60,RL,82,11290,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,,6,1967,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,1177,808,0,901,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1989,Fin,2,TA,TA,Y,0,84,0,196,0,0,,,,0,1,2007,WD,Normal,229500
50,RM,.,8242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1062,186,0,1325,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1962,Unf,1,TA,TA,Y,0,0,334,0,0,0,,,,0,3,2010,WD,Normal,101000
60,RL,78,15603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,7,1961,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405,TA,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1280,1038,0,865,1,0,2,0,4,1,TA,9,Typ,3,Gd,Attchd,1950,Fin,1,TA,TA,Y,0,0,0,0,192,0,,,,0,7,2006,WD,Normal,258000
20,RL,108,11361,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,7,1955,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1612,0,0,961,0,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1972,RFn,2,TA,TA,Y,204,0,0,0,256,0,,,,0,5,2007,WD,Normal,186000
30,RL,55,5353,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,2,1954,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Po,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1308,0,0,1384,0,0,1,0,3,1,Fa,6,Mod,0,,,.,,0,,,Y,265,0,0,0,0,0,,GdWo,Shed,450,5,2010,WD,Normal,77500
20,RL,65,7803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1941,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,901,0,0,1299,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1967,Fin,1,TA,TA,Y,66,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Normal,131000
20,RL,80,13603,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,6,1872,1955,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,1058,0,0,2359,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1955,Fin,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,Shed,650,11,2006,WD,Normal,126000
60,RL,.,15899,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1910,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1225,1090,0,1890,1,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999,Fin,3,TA,TA,Y,300,0,0,0,0,0,,,,0,5,2009,WD,Normal,246000
120,RL,43,3185,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,5,,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1271,0,0,970,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,Fin,2,TA,TA,Y,148,20,0,0,144,0,,,,0,4,2010,WD,Normal,193000
20,RL,60,7353,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1925,1951,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,954,0,0,1352,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1988,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,COD,Abnorml,140000
90,RL,81,11844,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1920,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,818,0,0,1741,1,0,1,0,3,1,TA,5,Typ,0,,,.,,0,,,Y,0,32,0,0,0,0,,,,0,5,2007,WD,Normal,119500
20,RL,.,8172,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1955,1966,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,Rec,ALQ,GasA,Ex,Y,SBrkr,914,0,0,973,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1966,Unf,1,TA,TA,Y,206,0,0,0,0,0,,MnPrv,,0,7,2007,WD,Normal,130000
120,RL,43,5008,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,4,5,1885,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1282,0,0,2291,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1992,RFn,2,TA,TA,Y,0,82,0,0,144,0,,,,0,1,2010,WD,Normal,192500
120,RL,135,12307,Pave,,IR3,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,5,1971,2005,Gable,CompShg,VinylSd,VinylSd,Stone,144,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1369,0,0,1366,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,0,33,0,0,0,0,,,,0,6,2008,WD,Normal,193000
